sentence,type
"""Probably Scholars, I reckon.",未知
Only the Masters get coffins.,未知
"There's probably been so many Scholars all down the centuries that there wouldn't be room to bury the whole of 'em, so they just cut their heads off and keep them.",未知
"That's the most important part of 'em anyway.""",未知
"They found no Gobblers, but the catacombs under the oratory kept Lyra and Roger busy for days.",未知
"Once she tried to play a trick on some of the dead Scholars, by switching around the coins in their skulls so they were with the wrong daemons.",未知
"Pantalaimon became so agitated at this that he changed into a bat and flew up and down uttering shrill cries and flapping his wings in her face, but she took no notice: it was too good a joke to waste.",未知
"She paid for it later, though.",未知
"In bed in her narrow room at the top of Staircase Twelve she was visited by a night-ghast, and woke up screaming at the three robed figures who stood at the bedside pointing their bony fingers before throwing back their cowls to show bleeding stumps where their heads should have been.",未知
"Only when Pantalaimon became a lion and roared at them did they retreat, backing away into the substance of the wall until all that was visible was their arms, then their horny yellow-gray hands, then their twitching fingers, then nothing.",未知
"First thing in the morning she hastened down to the catacombs and restored the daemon-coins to their rightful places, and whispered ""Sorry!",未知
"Sorry!""",未知
to the skulls.,未知
"The catacombs were much larger than the wine cellars, but they too had a limit.",未知
"When Lyra and Roger had explored every corner of them and were sure there were no Gobblers to be found there, they turned their attention elsewhere-but not before they were spotted leaving the crypt by the Intercessor, who called them back into the oratory.",未知
"The Intercessor was a plump, elderly man known as Father Heyst.",未知
"It was his job to lead all the College services, to preach and pray and hear confessions.",主谓宾
"When Lyra was younger, he had taken an interest in her spiritual welfare, only to be confounded by her sly indifference and insincere repentances.",未知
"She was not spiritually promising, he had decided.",未知
"When they heard him call, Lyra and Roger turned reluctantly and walked, dragging their feet, into the great musty-smelling dimness of the oratory.",未知
"Candles flickered here and there in front of images of the saints; a faint and distant clatter came from the organ loft, where some repairs were going on; a servant was polishing the brass lectern.",未知
Father Heyst beckoned from the vestry door.,未知
"""Where have you been?""",未知
he said to them.,未知
"""I've seen you come in here two or three times now.",未知
"What are you up to?""",未知
His tone was not accusatory.,未知
He sounded as if he were genuinely interested.,未知
His daemon flicked a lizard tongue at them from her perch on his shoulder.,未知
"Lyra said, ""We wanted to look down in the crypt.""",未知
"""Whatever for?""",未知
"""The...the coffins.",未知
"We wanted to see all the coffins,"" she said.",未知
"""But why?""",未知
She shrugged.,未知
It was her constant response when she was pressed.,主谓宾
"""And you,"" he went on, turning to Roger.",未知
Roger's daemon anxiously wagged her terrier tail to propitiate him.,未知
"""What's your name?""",未知
"""Roger, Father.""",未知
"""If you're a servant, where do you work?""",未知
"""In the kitchen, Father.""",未知
"""Should you be there now?""",未知
"""Yes, Father.""",未知
"""Then be off with you.""",未知
Roger turned and ran.,未知
Lyra dragged her foot from side to side on the floor.,主谓宾
"""As for you, Lyra,"" said Father Heyst, ""I'm pleased to see you taking an interest in what lies in the oratory.",未知
"You are a lucky child, to have all this history around you.""",未知
"""Mm,"" said Lyra.",未知
"""But I wonder about your choice of companions.",未知
"Are you a lonely child?""",未知
"""No,"" she said.",未知
"""Do you...do you miss the society of other children?""",未知
"""No.""",未知
"""I don't mean Roger the kitchen boy.",未知
I mean children such as yourself.,主谓宾
Nobly born children.,未知
"Would you like to have some companions of that sort?""",未知
"""No.""",未知
"""But other girls, perhaps..."" ""No.""",未知
"""You see, none of us would want you to miss all the usual childhood pleasures and pastimes.",未知
"I sometimes think it must be a lonely life for you here among a company of elderly Scholars, Lyra.",未知
"Do you feel that?""",未知
"""No.""",未知
